Number,Street,City,State,PostalCode,Latitude,Longitude,Type,ApartmentNumber
72,E TOXAWAY SHORES,LAKE TOXAWAY,NC,28747,35.142281,-82.947502,Other,
399,SLICK FISHER RD,LAKE TOXAWAY,NC,28747,35.148633,-82.932863,Other,
87,RIVERBEND CAMPGROUND LN,LAKE TOXAWAY,NC,28747,35.144726,-82.929735,Other,
56,HIDDEN TREE CV,LAKE TOXAWAY,NC,28747,35.144991,-82.927847,Other,
65,HIDDEN TREE CV,LAKE TOXAWAY,NC,28747,35.145082,-82.928242,Other,
71,HIDDEN TREE CV,LAKE TOXAWAY,NC,28747,35.145149,-82.92822,Other,
79,HIDDEN TREE CV,LAKE TOXAWAY,NC,28747,35.145225,-82.928162,Other,
27,COOL WATER CV,LAKE TOXAWAY,NC,28747,35.144371,-82.928682,Other,
29,COOL WATER CV,LAKE TOXAWAY,NC,28747,35.144326,-82.928734,Other,
33,COOL WATER CV,LAKE TOXAWAY,NC,28747,35.144252,-82.928851,Other,
1414,SILVERSTEEN RD,LAKE TOXAWAY,NC,28747,35.15058,-82.876392,Other,
51,OWEN RIVERSIDE LN,ROSMAN,NC,28772,35.141454,-82.839257,Other,
11492,ROSMAN HWY,LAKE TOXAWAY,NC,28747,35.135126,-82.884661,House,
101,MAIN ST,ROSMAN,NC,28772,35.144698,-82.82403,House,
153,LYONS MOUNTAIN RD,BREVARD,NC,28712,35.156987,-82.804274,House,
290,SLICK FISHER RD,LAKE TOXAWAY,NC,28747,35.147482,-82.931673,Other,
70,JON ORR'S WAY,BREVARD,NC,28712,35.143849,-82.798141,House,
744,OLD TURNPIKE RD,ROSMAN,NC,28772,35.142712,-82.835393,Other,
684,OLD TURNPIKE RD,ROSMAN,NC,28772,35.143292,-82.834586,Other,
692,OLD TURNPIKE RD,ROSMAN,NC,28772,35.143223,-82.834709,Other,
702,OLD TURNPIKE RD,ROSMAN,NC,28772,35.143162,-82.834845,Other,
710,OLD TURNPIKE RD,ROSMAN,NC,28772,35.143104,-82.834955,Other,
2699,GOLDEN RD,LAKE TOXAWAY,NC,28747,35.151069,-82.907967,House,
100,MARIAN LN,LAKE TOXAWAY,NC,28747,35.147707,-82.940628,House,
2538,KIM MILLER RD,LAKE TOXAWAY,NC,28747,35.140929,-82.92359,Other,
866,GOLDEN RD,LAKE TOXAWAY,NC,28747,35.149447,-82.890242,House,
1116,WILD TURKEY RUN RD,ROSMAN,NC,28772,35.150361,-82.848413,House,
129,GRAY FOX RD,ROSMAN,NC,28772,35.135523,-82.829914,Other,
30,STARDUST WAY,BREVARD,NC,28712,35.143023,-82.816714,House,
892,SLICK FISHER RD,LAKE TOXAWAY,NC,28747,35.152871,-82.93892,House,
60,PEA RIDGE RD,LAKE TOXAWAY,NC,28747,35.153558,-82.938476,House,
707,LOWER HAWK MOUNTAIN RD,LAKE TOXAWAY,NC,28747,35.145765,-82.938987,House,
2252,BLUE RIDGE RD,LAKE TOXAWAY,NC,28747,35.155708,-82.926496,House,
24,CADDISFLY CT,ROSMAN,NC,28772,35.144478,-82.840472,Business,
34,CADDISFLY CT,ROSMAN,NC,28772,35.144598,-82.840555,House,
44,CADDISFLY CT,ROSMAN,NC,28772,35.144738,-82.840638,House,
365,CHEROKEE CIR,LAKE TOXAWAY,NC,28747,35.158473,-82.9346,House,
1163,BLUE RIDGE RD,LAKE TOXAWAY,NC,28747,35.140832,-82.932064,Other,
122,WOODRUFF RD,BREVARD,NC,28712,35.137007,-82.852558,Other,
81,HIWASSEE RD,LAKE TOXAWAY,NC,28747,35.159522,-82.937303,Other,
83,SLICK FISHER RD,LAKE TOXAWAY,NC,28747,35.145224,-82.932243,Other,
1714,SILVERSTEEN RD,LAKE TOXAWAY,NC,28747,35.152421,-82.876441,Other,
1218,ROCKY MOUNTAIN RD,LAKE TOXAWAY,NC,28747,35.146661,-82.905814,House,
212,HENDERSON RD,LAKE TOXAWAY,NC,28747,35.138223,-82.89605,House,
167,IVEY RIDGE RD,LAKE TOXAWAY,NC,28747,35.140377,-82.894503,Other,
44,MCKEE RD,LAKE TOXAWAY,NC,28747,35.153199,-82.929077,Business,
135,WILDWOOD WAY,LAKE TOXAWAY,NC,28747,35.137278,-82.879739,House,
167,BUTTERFLY HILL RD,LAKE TOXAWAY,NC,28747,35.149578,-82.925089,House,
877,HAWK MOUNTAIN RD,LAKE TOXAWAY,NC,28747,35.143521,-82.9394,House,
65,ROBINSON DR,LAKE TOXAWAY,NC,28747,35.136693,-82.885694,House,
290,OLD CALVERT LANDFILL RD,BREVARD,NC,28712,35.158485,-82.81322,Other,
939,COLD MOUNTAIN RD,LAKE TOXAWAY,NC,28747,35.140902,-82.942681,House,
576,PICKENS HWY,ROSMAN,NC,28772,35.145232,-82.823371,Apartment,APT 1
576,PICKENS HWY,ROSMAN,NC,28772,35.145221,-82.823316,Apartment,APT 2
473,GOLDEN RD,LAKE TOXAWAY,NC,28747,35.145442,-82.887013,Other,
373,HIGHLAND DR,LAKE TOXAWAY,NC,28747,35.146621,-82.911409,Other,
73,LILY PATCH LN,BREVARD,NC,28712,35.143232,-82.817307,House,
80,LONNIE'S LNDG,BREVARD,NC,28712,35.14167,-82.817681,House,
982,COLD MOUNTAIN RD,LAKE TOXAWAY,NC,28747,35.141897,-82.943561,House,
